time,open,high,low,close,DEMA,DEMA,Volume,Volume MA
2021-08-20T01:25:00Z,1.16842,1.16854,1.1683999999999999,1.16851,1.1680854068225497,1.1684261696986729,265,211.85
2021-08-20T01:30:00Z,1.16851,1.16851,1.16832,1.16835,1.1681090096427738,1.1684204311729744,340,220.5
2021-08-20T01:35:00Z,1.16835,1.16845,1.16819,1.1682,1.16811963414596,1.1683646746004666,584,248.85
2021-08-20T01:40:00Z,1.1682,1.16851,1.1682,1.16832,1.1681387925064237,1.168361575585797,547,259.15
2021-08-20T01:45:00Z,1.16832,1.16837,1.16776,1.16789,1.168123692180952,1.1682159778789258,918,294
2021-08-20T01:50:00Z,1.16789,1.168,1.16782,1.16799,1.1681170829344385,1.1681407933684114,518,310.3
2021-08-20T01:55:00Z,1.16799,1.16812,1.16789,1.1679599999999999,1.1681084796539245,1.168075560981425,436,320.9
2021-08-20T02:00:00Z,1.1679599999999999,1.16813,1.16788,1.16799,1.1681026163724444,1.168037990177528,398,329.35
2021-08-20T02:05:00Z,1.16799,1.16804,1.16783,1.16783,1.168084727789467,1.167958360459959,315,333.65
2021-08-20T02:10:00Z,1.16783,1.16785,1.16769,1.16775,1.1680616715038514,1.1678743650139847,289,336.25
2021-08-20T02:15:00Z,1.16775,1.16804,1.16775,1.16793,1.1680537496169703,1.1678735295496885,232,340.95
2021-08-20T02:20:00Z,1.16793,1.16794,1.16775,1.16776,1.168033174665463,1.1678186387165745,272,346.15
2021-08-20T02:25:00Z,1.16776,1.16785,1.16776,1.1678,1.1680168374270048,1.1677931782839424,127,340.65
2021-08-20T02:30:00Z,1.1678,1.16784,1.16768,1.16768,1.167992195727948,1.1677366906130415,221,338.9
2021-08-20T02:35:00Z,1.16768,1.1678,1.16763,1.16769,1.1679697376340044,1.1677003082676272,166,336.75
2021-08-20T02:40:00Z,1.16769,1.16769,1.16758,1.16766,1.1679462694163594,1.1676656950192879,106,330.3
2021-08-20T02:45:00Z,1.16766,1.16781,1.16761,1.1678,1.167934930597355,1.1676886168937288,122,325.6
2021-08-20T02:50:00Z,1.1678,1.16798,1.1677899999999999,1.16797,1.1679373280495584,1.167763841722281,217,329.75
2021-08-20T02:55:00Z,1.16797,1.16804,1.16792,1.16794,1.167937284593404,1.1678110966332198,181,327.3
2021-08-20T03:00:00Z,1.16794,1.16801,1.16788,1.16794,1.167937248654688,1.1678469913543206,233,324.35
2021-08-20T03:05:00Z,1.16794,1.16815,1.1679,1.16813,1.167951829476112,1.167936904635245,218,322
2021-08-20T03:10:00Z,1.16813,1.16835,1.16813,1.16831,1.1679794039606697,1.1680629819675914,218,315.9
2021-08-20T03:15:00Z,1.16831,1.1685699999999999,1.1683,1.16851,1.1680207452607776,1.1682216624308117,273,300.35
2021-08-20T03:20:00Z,1.16851,1.16874,1.16851,1.1686,1.1680665805089574,1.1683671704291392,253,285.65
2021-08-20T03:25:00Z,1.1686,1.1686,1.16852,1.16854,1.168105098044076,1.1684524387444115,138,246.65
2021-08-20T03:30:00Z,1.16854,1.16864,1.16837,1.16842,1.1681320954334042,1.1684727443523406,277,234.6
2021-08-20T03:35:00Z,1.16842,1.16845,1.16831,1.16835,1.1681520771135443,1.1684614532517859,203,222.95
2021-08-20T03:40:00Z,1.16835,1.16846,1.16835,1.16845,1.168178516062242,1.168483268192678,117,208.9
2021-08-20T03:45:00Z,1.16845,1.16846,1.16834,1.16843,1.1682018016645388,1.1684901602376494,158,201.05
2021-08-20T03:50:00Z,1.16843,1.16847,1.16843,1.16846,1.1682259544997775,1.168502702507832,42,188.7
2021-08-20T03:55:00Z,1.16846,1.16855,1.16846,1.16855,1.1682555304857096,1.1685394389859598,146,184.4
2021-08-20T04:00:00Z,1.16855,1.16861,1.16852,1.16859,1.16828636086644,1.1685776034387243,90,175.3
2021-08-20T04:05:00Z,1.16859,1.16864,1.16854,1.16863,1.1683183632888423,1.168616784487642,73,172.6
2021-08-20T04:10:00Z,1.16863,1.16872,1.1686,1.16869,1.1683529977998122,1.1686632847108795,214,172.25
2021-08-20T04:15:00Z,1.16869,1.16872,1.16859,1.16866,1.1683831806024414,1.168685378754175,236,175.75
2021-08-20T04:20:00Z,1.16866,1.16867,1.16859,1.16859,1.1684060857107472,1.168676189518557,56,173.25
2021-08-20T04:25:00Z,1.16859,1.16866,1.16856,1.16864,1.1684313570764526,1.1686837177321165,110,172.65
2021-08-20T04:30:00Z,1.16864,1.16875,1.16856,1.16859,1.1684511614289141,1.1686707831401322,116,167.6
2021-08-20T04:35:00Z,1.16859,1.1686,1.16849,1.16856,1.1684673496659557,1.1686495365739231,175,167.3
2021-08-20T04:40:00Z,1.16856,1.1685699999999999,1.16842,1.16854,1.1684808977468755,1.1686257422089759,217,166.5
2021-08-20T04:45:00Z,1.16854,1.16868,1.16854,1.16864,1.1685011843102362,1.1686400371478467,114,161.3
2021-08-20T04:50:00Z,1.16864,1.1687,1.16864,1.16866,1.168521662319228,1.1686562168293109,165,158.65
2021-08-20T04:55:00Z,1.16866,1.16871,1.1686,1.16861,1.1685369337726355,1.1686506439936193,199,154.95
2021-08-20T05:00:00Z,1.16861,1.16861,1.16847,1.16854,1.1685457607716898,1.1686224293186978,273,155.95
2021-08-20T05:05:00Z,1.16854,1.16855,1.1683999999999999,1.1683999999999999,1.1685431350822022,1.1685545358811487,318,164.95
2021-08-20T05:10:00Z,1.1683999999999999,1.16844,1.16835,1.16836,1.16853741542792,1.1684907547905203,244,163.3
2021-08-20T05:15:00Z,1.16836,1.16842,1.16816,1.16842,1.1685364763461654,1.1684635705962807,593,182.8
2021-08-20T05:20:00Z,1.16842,1.16861,1.16841,1.1686,1.1685492711786618,1.1685034366944744,215,187.7
2021-08-20T05:25:00Z,1.1686,1.1686,1.16848,1.16851,1.1685542397707838,1.168503564026506,276,193.6
2021-08-20T05:30:00Z,1.16851,1.16868,1.16846,1.16851,1.1685587582754364,1.1685038620247585,271,205.05
2021-08-20T05:35:00Z,1.16851,1.16862,1.16846,1.1686,1.1685697747677737,1.1685340164855802,300,212.75
2021-08-20T05:40:00Z,1.1686,1.16866,1.16855,1.1686,1.1685799906459093,1.1685563838028052,259,221.2
2021-08-20T05:45:00Z,1.1686,1.16877,1.16855,1.16877,1.1686025236566053,1.1686289971704416,284,231.75
2021-08-20T05:50:00Z,1.16877,1.16887,1.16872,1.16876,1.1686228126470144,1.1686789615844644,349,238.5
2021-08-20T05:55:00Z,1.16876,1.16893,1.1687,1.1687,1.16863713891206,1.1686952530819685,511,252.25
2021-08-20T06:00:00Z,1.1687,1.16875,1.16838,1.16864,1.1686458466424434,1.1686864811726292,686,283.75
2021-08-20T06:05:00Z,1.16864,1.1687,1.16829,1.16853,1.1686454175282877,1.1686427088639766,671,311.8
2021-08-20T06:10:00Z,1.16853,1.16869,1.16831,1.16854,1.1686456128480869,1.1686129866122679,386,325.3
2021-08-20T06:15:00Z,1.16854,1.1686,1.16828,1.1683999999999999,1.1686348656398768,1.1685443961260076,489,341
2021-08-20T06:20:00Z,1.1683999999999999,1.1685699999999999,1.16831,1.16845,1.1686284283044397,1.1685102356806265,444,352.35
2021-08-20T06:25:00Z,1.16845,1.16858,1.1683999999999999,1.16844,1.168621442623701,1.1684820708971688,311,362.2
2021-08-20T06:30:00Z,1.16844,1.16844,1.16812,1.16831,1.1686047189059199,1.1684188508058568,553,381.6
2021-08-20T06:35:00Z,1.16831,1.16835,1.16815,1.16817,1.1685780628036453,1.1683266505528014,426,392.95
2021-08-20T06:40:00Z,1.16817,1.16818,1.16789,1.16789,1.1685312986541736,1.1681671892081018,475,403.05
2021-08-20T06:45:00Z,1.16789,1.1681,1.16781,1.16784,1.1684832994548278,1.1680347501522907,583,416.3
2021-08-20T06:50:00Z,1.16784,1.16839,1.16784,1.16828,1.1684718349121717,1.1680851091264244,491,428.65
2021-08-20T06:55:00Z,1.16828,1.16846,1.16821,1.1683,1.168462494771239,1.1681318747495577,698,433.9
2021-08-20T07:00:00Z,1.1683,1.16837,1.16793,1.16801,1.1684313238148898,1.1680728707534882,919,469.1
2021-08-20T07:05:00Z,1.16801,1.16842,1.16798,1.16831,1.168424969812024,1.1681304673923674,936,502.1
2021-08-20T07:10:00Z,1.16831,1.16855,1.16811,1.16851,1.1684343062825624,1.168241074484762,797,528.4
2021-08-20T07:15:00Z,1.16851,1.16852,1.16808,1.16816,1.1684161285204067,1.168208304869431,753,551.05
2021-08-20T07:20:00Z,1.16816,1.16825,1.16799,1.16799,1.1683858827222453,1.1681285729824924,925,584.35
2021-08-20T07:25:00Z,1.16799,1.16815,1.16799,1.16805,1.1683619674234087,1.1680904525298315,1104,625.35
2021-08-20T07:30:00Z,1.16805,1.16848,1.16797,1.16827,1.1683563278608557,1.1681363238787168,794,647.6
2021-08-20T07:35:00Z,1.16827,1.16865,1.1679599999999999,1.16859,1.168375595103788,1.1682772353146247,893,666.7
2021-08-20T07:40:00Z,1.16859,1.16866,1.1682299999999999,1.16831,1.1683721803670963,1.1682893418026412,790,671.9
2021-08-20T07:45:00Z,1.16831,1.16837,1.16808,1.16831,1.1683689325761448,1.1682981290614745,578,667.25
2021-08-20T07:50:00Z,1.16831,1.16838,1.16777,1.16786,1.1683312418124463,1.1681556435384959,738,684.85
2021-08-20T07:55:00Z,1.16786,1.1681,1.16776,1.16795,1.168302644930136,1.1680802393937417,657,693.25
2021-08-20T08:00:00Z,1.16795,1.16846,1.16794,1.16826,1.1682995416259654,1.168127936143328,753,708.7
2021-08-20T08:05:00Z,1.16826,1.1683999999999999,1.1682299999999999,1.1683999999999999,1.1683073812261895,1.1682105121114537,649,725.6
2021-08-20T08:10:00Z,1.1683999999999999,1.16847,1.16817,1.1683,1.1683070710974823,1.168238996450068,421,719
2021-08-20T08:15:00Z,1.1683,1.16835,1.16808,1.16815,1.168295239915854,1.1682104943478158,406,718
2021-08-20T08:20:00Z,1.16815,1.16817,1.16786,1.168,1.168272561089728,1.1681398278381159,556,722.05
2021-08-20T08:25:00Z,1.168,1.168,1.16759,1.16759,1.1682196806184144,1.1679523625601145,658,725.8
2021-08-20T08:30:00Z,1.16759,1.1677,1.16725,1.16732,1.1681491366991148,1.1677256341488866,526,727.55
2021-08-20T08:35:00Z,1.16732,1.16742,1.1671,1.16725,1.1680773594991785,1.1675373073893411,533,719.3
2021-08-20T08:40:00Z,1.16725,1.16727,1.16708,1.16719,1.1680052155180005,1.1673819049341299,550,700.85
2021-08-20T08:45:00Z,1.16719,1.16736,1.1671,1.16727,1.1679435167248902,1.1672979775076124,553,681.7
2021-08-20T08:50:00Z,1.16727,1.16747,1.16725,1.16725,1.1678839885168324,1.1672342582383697,587,671.2
2021-08-20T08:55:00Z,1.16725,1.16757,1.1672,1.16741,1.1678403656096374,1.1672450161411618,533,660.2
2021-08-20T09:00:00Z,1.16741,1.16767,1.1673499999999999,1.16766,1.1678186585498094,1.167340316352414,402,634.05
2021-08-20T09:05:00Z,1.16766,1.16766,1.16741,1.16751,1.1677868426002336,1.1673650936392055,428,600.25
2021-08-20T09:10:00Z,1.16751,1.16757,1.16727,1.16728,1.1677393618369376,1.167310437322456,681,594.6
2021-08-20T09:15:00Z,1.16728,1.16748,1.16722,1.16733,1.1676986702721468,1.1672893719427326,619,580.9
2021-08-20T09:20:00Z,1.16733,1.16747,1.16722,1.16726,1.1676551581121501,1.1672534729053066,435,563.15
2021-08-20T09:25:00Z,1.16726,1.16729,1.1672,1.16723,1.167612077247636,1.1672197397346227,408,554.65
2021-08-20T09:30:00Z,1.16723,1.16767,1.1671799999999999,1.16767,1.1676055545776287,1.1673429517531033,598,547.65
2021-08-20T09:35:00Z,1.16767,1.16768,1.16736,1.16738,1.1675773334515243,1.1673403762695043,447,537.15
2021-08-20T09:40:00Z,1.16738,1.16743,1.16725,1.16742,1.1675540546135452,1.1673531852013261,452,522.1
2021-08-20T09:45:00Z,1.16742,1.16761,1.16731,1.16758,1.1675446625687773,1.1674168610911795,465,512.9
2021-08-20T09:50:00Z,1.16758,1.16771,1.16747,1.16752,1.1675314334454545,1.167445045411125,409,512.3
2021-08-20T09:55:00Z,1.16752,1.16755,1.16739,1.16755,1.1675215107776806,1.1674763077935306,380,511
2021-08-20T10:00:00Z,1.16755,1.16773,1.16742,1.16771,1.1675246978717075,1.167552564172049,336,500
2021-08-20T10:05:00Z,1.16771,1.16772,1.1673499999999999,1.16737,1.1675017810786557,1.1674964196263615,537,493.95
2021-08-20T10:10:00Z,1.16737,1.16737,1.16712,1.16716,1.1674642761403886,1.1673852346122613,460,490.65
2021-08-20T10:15:00Z,1.16716,1.16728,1.16706,1.16727,1.1674376454362978,1.1673397228387805,325,480.25
2021-08-20T10:20:00Z,1.16727,1.16765,1.16726,1.16761,1.1674389484342724,1.167419348086656,344,469.95
2021-08-20T10:25:00Z,1.16761,1.1681,1.1676,1.16806,1.1674750163713739,1.1676277138117082,591,471.85
2021-08-20T10:30:00Z,1.16806,1.16819,1.16799,1.16809,1.1675115173523407,1.1677914061132153,468,465.9
2021-08-20T10:35:00Z,1.16809,1.16816,1.16801,1.16815,1.1675507148863244,1.1679306908402338,363,457.4
2021-08-20T10:40:00Z,1.16815,1.16834,1.16812,1.16831,1.1676001229676585,1.1680840734809572,408,457.7
2021-08-20T10:45:00Z,1.16831,1.16835,1.16809,1.16814,1.1676337516917696,1.168138021414633,275,450.05
2021-08-20T10:50:00Z,1.16814,1.16817,1.16784,1.16784,1.1676425050788604,1.1680750271747093,264,429.2
2021-08-20T10:55:00Z,1.16784,1.16806,1.16783,1.16805,1.1676670367444082,1.1680945094711335,341,415.3
2021-08-20T11:00:00Z,1.16805,1.16808,1.16753,1.16758,1.1676541310858162,1.167950708050686,532,420.15
2021-08-20T11:05:00Z,1.16758,1.16764,1.16753,1.16757,1.1676413348495138,1.1678388836931737,392,419.35
2021-08-20T11:10:00Z,1.16757,1.1676,1.16749,1.16755,1.167627874986861,1.1677485257780398,393,409.1
2021-08-20T11:15:00Z,1.16755,1.16765,1.1675,1.16761,1.1676199439487307,1.1677013101231803,378,405.65
2021-08-20T11:20:00Z,1.16761,1.16774,1.16756,1.16772,1.1676210657486745,1.1677030480691608,419,404
2021-08-20T11:25:00Z,1.16772,1.16778,1.16751,1.16755,1.167609181542089,1.1676485735348447,345,398
2021-08-20T11:30:00Z,1.16755,1.1677,1.16742,1.16743,1.1675888929199512,1.167569179060308,455,400.3
2021-08-20T11:35:00Z,1.16743,1.16746,1.16729,1.1673,1.1675599238490428,1.167468454525773,482,405.4
2021-08-20T11:40:00Z,1.1673,1.1673499999999999,1.16695,1.167,1.1675097145316085,1.167296285059654,437,410.45
2021-08-20T11:45:00Z,1.167,1.1671799999999999,1.16691,1.16706,1.1674671957198872,1.1671910712828417,402,403.7
2021-08-20T11:50:00Z,1.16706,1.16715,1.16681,1.167,1.1674227065042693,1.167096471274138,662,413.8
2021-08-20T11:55:00Z,1.167,1.167,1.1667399999999999,1.16682,1.1673671473221412,1.1669704507303238,516,423.35
2021-08-20T12:00:00Z,1.16682,1.1670099999999999,1.1668,1.1670099999999999,1.167329628604118,1.1669439262099082,661,439.2
2021-08-20T12:05:00Z,1.1670099999999999,1.16711,1.16689,1.1670099999999999,1.1672945032844753,1.1669283543835174,641,441.7
2021-08-20T12:10:00Z,1.1670099999999999,1.16706,1.16688,1.16705,1.167264717084706,1.1669338524374702,346,435.6
2021-08-20T12:15:00Z,1.16705,1.16714,1.16696,1.16696,1.1672299706279645,1.1669116204756544,335,434.2
2021-08-20T12:20:00Z,1.16696,1.16726,1.16652,1.1671799999999999,1.1672143973387878,1.1669710645185494,866,457.1
2021-08-20T12:25:00Z,1.1671799999999999,1.1671799999999999,1.16704,1.16705,1.1671899724803994,1.1669747893896263,405,463.6
2021-08-20T12:30:00Z,1.16705,1.16711,1.16684,1.16685,1.1671518317749352,1.166913653497054,743,487.55
2021-08-20T12:35:00Z,1.16685,1.16715,1.16673,1.16711,1.167136151974505,1.1669565739822887,600,500.5
2021-08-20T12:40:00Z,1.16711,1.16717,1.16695,1.1671,1.1671208686954848,1.1669870720267088,507,499.25
2021-08-20T12:45:00Z,1.1671,1.16744,1.16704,1.1673499999999999,1.1671259518836015,1.1670938658572148,989,529.1
2021-08-20T12:50:00Z,1.1673499999999999,1.16751,1.16707,1.16707,1.167109458583768,1.1670812612030175,728,545.85
2021-08-20T12:55:00Z,1.16707,1.1671,1.16652,1.16683,1.1670757183887528,1.1669931122625046,1061,580
2021-08-20T13:00:00Z,1.16683,1.16683,1.16641,1.16655,1.1670226645318567,1.1668361493432355,1110,614.55
2021-08-20T13:05:00Z,1.16655,1.1677899999999999,1.16655,1.1677899999999999,1.16706831121831,1.1671315328652705,1152,654.9
2021-08-20T13:10:00Z,1.1677899999999999,1.16783,1.16733,1.16738,1.1670800314987024,1.1672154992605084,976,680.95
2021-08-20T13:15:00Z,1.16738,1.1677,1.16732,1.16752,1.1671020769686093,1.1673234272024275,1137,713.7
2021-08-20T13:20:00Z,1.16752,1.16773,1.16748,1.16761,1.1671299904116588,1.1674319268262765,819,732.8
2021-08-20T13:25:00Z,1.16761,1.16813,1.16751,1.16797,1.167184177345575,1.1676294537868275,1089,767.15
2021-08-20T13:30:00Z,1.16797,1.16834,1.1678,1.1683,1.167260781005302,1.1678820312137477,1427,805.4
2021-08-20T13:35:00Z,1.1683,1.16853,1.16808,1.16821,1.1673261721098707,1.1680351770544544,1245,841.85
2021-08-20T13:40:00Z,1.16821,1.16845,1.16799,1.1683999999999999,1.1674025040412934,1.168206285359243,1254,871.5
2021-08-20T13:45:00Z,1.1683999999999999,1.16843,1.16781,1.16784,1.167431440200917,1.1681421087580108,1325,905.7
2021-08-20T13:50:00Z,1.16784,1.1681,1.1676199999999999,1.16769,1.1674472456443816,1.1680395737189047,1167,946.75
2021-08-20T13:55:00Z,1.16769,1.16804,1.16757,1.16794,1.1674814324522176,1.1680420230325972,946,977.3
2021-08-20T14:00:00Z,1.16794,1.1679599999999999,1.16756,1.16775,1.1674990859684826,1.1679774800762228,1121,990.05
2021-08-20T14:05:00Z,1.16775,1.16805,1.16767,1.16773,1.1675142300471748,1.1679201420615848,982,1018.9
2021-08-20T14:10:00Z,1.16773,1.16773,1.16712,1.16724,1.1674908636545378,1.1677134896034687,845,1024
2021-08-20T14:15:00Z,1.16724,1.16757,1.16716,1.1675,1.1674889005006202,1.167645449871888,985,1043.25
2021-08-20T14:20:00Z,1.1675,1.1676,1.16729,1.1676,1.1674947947203207,1.1676281522045693,844,1060.1
2021-08-20T14:25:00Z,1.1676,1.1676199999999999,1.1673,1.1676,1.1675003975048728,1.1676156421229897,742,1047.75
2021-08-20T14:30:00Z,1.1676,1.16775,1.16731,1.16768,1.1675118741275912,1.1676331967915856,974,1060.05
2021-08-20T14:35:00Z,1.16768,1.16805,1.16752,1.168,1.1675473327491352,1.16775228060142,1028,1058.4
2021-08-20T14:40:00Z,1.168,1.16822,1.16758,1.16821,1.1675969086120077,1.1679096084211793,623,1034.05
2021-08-20T14:45:00Z,1.16821,1.16834,1.16798,1.16804,1.167630543372603,1.1679686589973426,919,1022.4
2021-08-20T14:50:00Z,1.16804,1.16804,1.1676,1.16774,1.1676391534789847,1.167911373548416,825,1014.85
2021-08-20T14:55:00Z,1.16774,1.16818,1.16774,1.16786,1.1676564838332741,1.1679070296181953,948,1005.4
2021-08-20T15:00:00Z,1.16786,1.1679599999999999,1.1675,1.16769,1.167659722681915,1.1678463686527352,973,1013.1
2021-08-20T15:05:00Z,1.16769,1.16819,1.16766,1.16816,1.1676988989928951,1.1679559635881633,677,992.5
2021-08-20T15:10:00Z,1.16816,1.16828,1.16793,1.16794,1.167718855442988,1.1679633465254942,626,952.45
2021-08-20T15:15:00Z,1.16794,1.16807,1.16781,1.16799,1.167741462138452,1.1679840459620383,674,923.9
2021-08-20T15:20:00Z,1.16799,1.16816,1.16798,1.16816,1.1677757846402803,1.1680542977844506,405,881.45
2021-08-20T15:25:00Z,1.16816,1.16821,1.16803,1.16814,1.1678065209679729,1.1680982085817861,459,838.15
2021-08-20T15:30:00Z,1.16814,1.16815,1.1679599999999999,1.1679599999999999,1.167821565888741,1.1680694808153154,526,806.1
2021-08-20T15:35:00Z,1.1679599999999999,1.16805,1.16773,1.16797,1.167836435781555,1.1680499364157666,563,786.95
2021-08-20T15:40:00Z,1.16797,1.16827,1.16788,1.1682,1.167868053186215,1.1681102435064565,575,759.65
2021-08-20T15:45:00Z,1.1682,1.16831,1.16794,1.1683,1.1679054392592034,1.1681866393768703,446,732.85
2021-08-20T15:50:00Z,1.1683,1.1686,1.1683,1.16858,1.1679620875499412,1.1683340898561765,545,717.85
2021-08-20T15:55:00Z,1.16858,1.16904,1.1685699999999999,1.16904,1.1680507012353933,1.1685929917520368,557,696.45
2021-08-20T16:00:00Z,1.16904,1.16953,1.16892,1.16939,1.1681609352430173,1.1688967858558097,708,689.65
2021-08-20T16:05:00Z,1.16939,1.16958,1.16931,1.16932,1.1682592005684047,1.1690933162606227,667,685.9
2021-08-20T16:10:00Z,1.16932,1.16946,1.16921,1.16946,1.1683623063907733,1.169278652605642,570,665.7
2021-08-20T16:15:00Z,1.16946,1.16988,1.16938,1.16964,1.168473012985908,1.1694682198248487,613,644.95
2021-08-20T16:20:00Z,1.16964,1.16973,1.16952,1.16971,1.1685823841827452,1.1696239393740748,482,637.9
