Date,Open,High,Low,Close,Volume
1196,'2010-10-27 00:00',1.38444,1.38767,1.37324,1.37927,85514.0
1197,'2010-10-28 00:00',1.37942,1.39499,1.37749,1.39426,84429.0
1198,'2010-10-29 00:00',1.39424,1.39459,1.38038,1.39451,78326.0
1199,'2010-10-31 00:00',1.39508,1.3981,1.39491,1.3973,6541.0
1200,'2010-11-01 00:00',1.39724,1.4011,1.3862,1.39086,84395.0
1201,'2010-11-02 00:00',1.3909,1.40573,1.38788,1.40316,83498.0
1202,'2010-11-03 00:00',1.40313,1.41465,1.39885,1.41252,84263.0
1203,'2010-11-04 00:00',1.41246,1.42817,1.40996,1.42262,83677.0
1204,'2010-11-05 00:00',1.42269,1.42289,1.40207,1.40296,75363.0
1205,'2010-11-07 00:00',1.40581,1.40803,1.40405,1.40734,5665.0
1206,'2010-11-08 00:00',1.40734,1.40825,1.38579,1.38629,84908.0
1207,'2010-11-09 00:00',1.38616,1.39717,1.37457,1.37683,83256.0
1208,'2010-11-10 00:00',1.3768,1.38251,1.36691,1.37735,83615.0
1209,'2010-11-11 00:00',1.37745,1.38205,1.36027,1.36191,84160.0
1210,'2010-11-12 00:00',1.36198,1.37759,1.35714,1.36895,78160.0
1211,'2010-11-14 00:00',1.37046,1.37076,1.36785,1.36877,5718.0
1212,'2010-11-15 00:00',1.36882,1.37498,1.35631,1.35729,83303.0
1213,'2010-11-16 00:00',1.35729,1.36547,1.34467,1.3494,91998.0
1214,'2010-11-17 00:00',1.34925,1.35653,1.34601,1.35524,79551.0
1215,'2010-11-18 00:00',1.35524,1.3667,1.35423,1.36567,81840.0
1216,'2010-11-19 00:00',1.36557,1.37311,1.36082,1.36716,70402.0
1217,'2010-11-21 00:00',1.37159,1.37432,1.37101,1.37412,3258.0
1218,'2010-11-22 00:00',1.37414,1.37859,1.35764,1.35995,65495.0
1219,'2010-11-23 00:00',1.35987,1.3614,1.33601,1.33855,93089.0
1220,'2010-11-24 00:00',1.33855,1.34209,1.32839,1.33576,89075.0
1221,'2010-11-25 00:00',1.33577,1.3387,1.32864,1.33394,79998.0
1222,'2010-11-26 00:00',1.33394,1.33497,1.32001,1.32395,70487.0
1223,'2010-11-28 00:00',1.32792,1.32872,1.32305,1.32369,4654.0
1224,'2010-11-29 00:00',1.32369,1.32999,1.30638,1.30998,147339.0
1225,'2010-11-30 00:00',1.31004,1.31497,1.29685,1.29904,235884.0
1226,'2010-12-01 00:00',1.29956,1.3178,1.29707,1.31244,208884.0
1227,'2010-12-02 00:00',1.31244,1.32468,1.30599,1.32114,204323.0
1228,'2010-12-03 00:00',1.32112,1.34376,1.31927,1.34135,171179.0
1229,'2010-12-05 00:00',1.33773,1.34218,1.3375,1.34128,5480.0
1230,'2010-12-06 00:00',1.34128,1.342,1.32459,1.32878,171457.0
1231,'2010-12-07 00:00',1.32874,1.34,1.32359,1.32478,180884.0
1232,'2010-12-08 00:00',1.32479,1.32796,1.31798,1.32477,187471.0
1233,'2010-12-09 00:00',1.32477,1.33223,1.31643,1.32403,175612.0
1234,'2010-12-10 00:00',1.32403,1.32819,1.31785,1.32218,138985.0
1235,'2010-12-12 00:00',1.31937,1.32093,1.31896,1.31963,4521.0
1236,'2010-12-13 00:00',1.31964,1.34329,1.31821,1.33938,168618.0
1237,'2010-12-14 00:00',1.33934,1.34979,1.33545,1.33563,197296.0
1238,'2010-12-15 00:00',1.33565,1.33771,1.32078,1.32237,204295.0
1239,'2010-12-16 00:00',1.32245,1.32655,1.31809,1.32386,171334.0
1240,'2010-12-17 00:00',1.32386,1.33581,1.31329,1.31864,163460.0
1241,'2010-12-19 00:00',1.31812,1.31849,1.31525,1.31629,4785.0
1242,'2010-12-20 00:00',1.31627,1.31825,1.30943,1.31163,185192.0
1243,'2010-12-21 00:00',1.31166,1.32014,1.30732,1.30901,185535.0
1244,'2010-12-22 00:00',1.30901,1.31806,1.3078,1.31139,161940.0
1245,'2010-12-23 00:00',1.31139,1.31512,1.3055,1.31227,133941.0
1246,'2010-12-24 00:00',1.31226,1.31475,1.30976,1.31188,58111.0
1247,'2010-12-26 00:00',1.3111,1.31162,1.30716,1.30787,8278.0
1248,'2010-12-27 00:00',1.30786,1.31884,1.30783,1.31876,92604.0
1249,'2010-12-28 00:00',1.31879,1.3274,1.30827,1.30847,136073.0
1250,'2010-12-29 00:00',1.30847,1.32378,1.30837,1.32227,134679.0
1251,'2010-12-30 00:00',1.32235,1.33137,1.32188,1.33004,127535.0
1252,'2010-12-31 00:00',1.33004,1.34238,1.32883,1.33851,111195.0
1253,'2011-01-02 00:00',1.33436,1.33615,1.33339,1.33557,5120.0
1254,'2011-01-03 00:00',1.3356,1.33947,1.325,1.33551,157593.0
1255,'2011-01-04 00:00',1.33566,1.34298,1.32923,1.33179,204004.0
1256,'2011-01-05 00:00',1.33181,1.33248,1.31262,1.31556,192253.0
1257,'2011-01-06 00:00',1.31556,1.31698,1.29723,1.29787,175008.0
1258,'2011-01-07 00:00',1.29787,1.30209,1.29045,1.2906,170185.0
1259,'2011-01-09 00:00',1.28745,1.29055,1.28713,1.2894,4808.0
1260,'2011-01-10 00:00',1.28947,1.29658,1.28739,1.29637,152378.0
1261,'2011-01-11 00:00',1.29637,1.29905,1.2907,1.29807,184803.0
1262,'2011-01-12 00:00',1.2982,1.31428,1.29621,1.31261,187927.0
1263,'2011-01-13 00:00',1.31256,1.33829,1.30886,1.33506,184680.0
1264,'2011-01-14 00:00',1.33506,1.34521,1.33142,1.33868,169911.0
1265,'2011-01-16 00:00',1.33812,1.33847,1.33551,1.33784,5434.0
1266,'2011-01-17 00:00',1.33784,1.33791,1.32441,1.32809,157349.0
1267,'2011-01-18 00:00',1.32809,1.34622,1.32527,1.33776,210920.0
1268,'2011-01-19 00:00',1.33776,1.35379,1.33761,1.34515,215696.0
1269,'2011-01-20 00:00',1.34515,1.35218,1.33958,1.3465,227708.0
1270,'2011-01-21 00:00',1.34649,1.36247,1.34485,1.36204,195769.0
1271,'2011-01-23 00:00',1.36388,1.36417,1.36025,1.36187,5039.0
1272,'2011-01-24 00:00',1.36188,1.36852,1.35407,1.36423,181607.0
1273,'2011-01-25 00:00',1.36425,1.37038,1.35742,1.36846,214814.0
1274,'2011-01-26 00:00',1.36845,1.37212,1.36449,1.37097,182478.0
1275,'2011-01-27 00:00',1.371,1.37572,1.36385,1.37216,177062.0
1276,'2011-01-28 00:00',1.37217,1.37458,1.35831,1.36099,163175.0
1277,'2011-01-30 00:00',1.35866,1.36028,1.3571,1.35715,5458.0
1278,'2011-01-31 00:00',1.35715,1.37391,1.35699,1.37106,194710.0
1279,'2011-02-01 00:00',1.3713,1.38422,1.37004,1.38282,203791.0
1280,'2011-02-02 00:00',1.3827,1.38612,1.37689,1.38157,196273.0
1281,'2011-02-03 00:00',1.38157,1.38246,1.3609,1.36232,201900.0
1282,'2011-02-04 00:00',1.36235,1.36492,1.35431,1.35798,174318.0
1283,'2011-02-06 00:00',1.3559,1.35758,1.3559,1.35727,5763.0
1284,'2011-02-07 00:00',1.35727,1.36262,1.35079,1.35922,201155.0
1285,'2011-02-08 00:00',1.35919,1.36881,1.3572,1.36249,217658.0
1286,'2011-02-09 00:00',1.36241,1.37428,1.36106,1.37189,175377.0
1287,'2011-02-10 00:00',1.37189,1.37271,1.35771,1.36028,179088.0
1288,'2011-02-11 00:00',1.36029,1.36202,1.34972,1.35504,146754.0
1289,'2011-02-13 00:00',1.3506,1.35297,1.3501,1.35116,6441.0
1290,'2011-02-14 00:00',1.35126,1.35582,1.3428,1.34788,169136.0
1291,'2011-02-15 00:00',1.34792,1.35504,1.34609,1.34974,191697.0
1292,'2011-02-16 00:00',1.34971,1.35879,1.34619,1.35734,208393.0
1293,'2011-02-17 00:00',1.35732,1.36268,1.35368,1.36223,200111.0
1294,'2011-02-18 00:00',1.36223,1.37144,1.35459,1.36921,193312.0
1295,'2011-02-20 00:00',1.36972,1.37147,1.36864,1.37117,5803.0
1296,'2011-02-21 00:00',1.37122,1.37122,1.36471,1.36809,121247.0
1297,'2011-02-22 00:00',1.36809,1.3703,1.35269,1.36717,238116.0
1298,'2011-02-23 00:00',1.36726,1.37863,1.36717,1.37599,205507.0
1299,'2011-02-24 00:00',1.37599,1.3823,1.3704,1.38192,222971.0
1300,'2011-02-25 00:00',1.38195,1.38377,1.37237,1.37529,171779.0
1301,'2011-02-27 00:00',1.37529,1.37623,1.37299,1.37331,6143.0
1302,'2011-02-28 00:00',1.37332,1.38544,1.37111,1.38203,183950.0
1303,'2011-03-01 00:00',1.38203,1.38538,1.37632,1.37677,191228.0
1304,'2011-03-02 00:00',1.37675,1.38897,1.3743,1.38649,185601.0
1305,'2011-03-03 00:00',1.38648,1.3971,1.38327,1.39556,179352.0
1306,'2011-03-04 00:00',1.39559,1.40064,1.39412,1.39863,145281.0
1307,'2011-03-06 00:00',1.39889,1.3998,1.39859,1.39899,4808.0
1308,'2011-03-07 00:00',1.39901,1.40356,1.39554,1.3962,191133.0
1309,'2011-03-08 00:00',1.39618,1.3988,1.38632,1.38942,177716.0
1310,'2011-03-09 00:00',1.3894,1.39411,1.38554,1.39032,185350.0
1311,'2011-03-10 00:00',1.39032,1.39239,1.37753,1.38003,202505.0
1312,'2011-03-11 00:00',1.38002,1.3914,1.3752,1.39024,171047.0
1313,'2011-03-13 00:00',1.39633,1.39722,1.39284,1.39354,18669.0
1314,'2011-03-14 00:00',1.39344,1.40028,1.39044,1.39901,178967.0
1315,'2011-03-15 00:00',1.399,1.40127,1.38553,1.39855,246039.0
1316,'2011-03-16 00:00',1.39855,1.40007,1.38665,1.38831,232581.0
1317,'2011-03-17 00:00',1.38836,1.40519,1.38763,1.40302,227607.0
1318,'2011-03-18 00:00',1.40302,1.41834,1.39799,1.41788,189757.0
1319,'2011-03-20 00:00',1.41933,1.41958,1.41661,1.41678,11879.0
1320,'2011-03-21 00:00',1.41679,1.42388,1.41396,1.42157,150579.0
1321,'2011-03-22 00:00',1.42165,1.4248,1.41626,1.41677,163211.0
1322,'2011-03-23 00:00',1.41679,1.42142,1.40769,1.41038,183912.0
1323,'2011-03-24 00:00',1.41038,1.42158,1.40533,1.41691,177669.0
1324,'2011-03-25 00:00',1.41691,1.41932,1.40554,1.40869,164423.0
1325,'2011-03-27 00:00',1.40353,1.40535,1.40207,1.40346,8757.0
1326,'2011-03-28 00:00',1.40346,1.4115,1.40262,1.40726,143115.0
1327,'2011-03-29 00:00',1.40726,1.41484,1.40472,1.41202,169102.0
1328,'2011-03-30 00:00',1.41201,1.41468,1.40518,1.41269,182256.0
1329,'2011-03-31 00:00',1.41269,1.42328,1.41161,1.41556,181482.0
1330,'2011-04-01 00:00',1.41561,1.42451,1.40618,1.42331,167791.0
1331,'2011-04-03 00:00',1.42276,1.42423,1.42169,1.42341,6879.0
1332,'2011-04-04 00:00',1.4234,1.42678,1.41919,1.4205,152003.0
1333,'2011-04-05 00:00',1.4205,1.42453,1.41514,1.42314,156575.0
1334,'2011-04-06 00:00',1.42312,1.43489,1.42277,1.43239,172100.0
1335,'2011-04-07 00:00',1.43243,1.43248,1.42441,1.42974,184334.0
1336,'2011-04-08 00:00',1.42974,1.44872,1.4291,1.44801,164784.0
1337,'2011-04-10 00:00',1.44702,1.44831,1.44495,1.44799,9174.0
1338,'2011-04-11 00:00',1.44799,1.44799,1.44207,1.4423,154562.0
1339,'2011-04-12 00:00',1.4423,1.45185,1.4377,1.4482,214739.0
1340,'2011-04-13 00:00',1.4482,1.45195,1.44132,1.44512,177261.0
1341,'2011-04-14 00:00',1.4451,1.4514,1.43649,1.45006,201482.0
1342,'2011-04-15 00:00',1.4502,1.45021,1.43906,1.44274,162544.0
1343,'2011-04-17 00:00',1.44086,1.44195,1.439,1.43959,8822.0
1344,'2011-04-18 00:00',1.43966,1.44036,1.41606,1.42368,196065.0
1345,'2011-04-19 00:00',1.42369,1.43727,1.4205,1.43643,188315.0
1346,'2011-04-20 00:00',1.43641,1.45441,1.43546,1.4518,212597.0
1347,'2011-04-21 00:00',1.45172,1.46482,1.45148,1.45585,181734.0
1348,'2011-04-22 00:00',1.45578,1.45878,1.45334,1.45602,51693.0
1349,'2011-04-24 00:00',1.45588,1.45881,1.45506,1.4587,9207.0
1350,'2011-04-25 00:00',1.45887,1.46268,1.4525,1.4551,119077.0
1351,'2011-04-26 00:00',1.45509,1.47101,1.4493,1.47041,194479.0
1352,'2011-04-27 00:00',1.47045,1.47951,1.46324,1.47873,194422.0
1353,'2011-04-28 00:00',1.47873,1.48788,1.47725,1.48402,195466.0
1354,'2011-04-29 00:00',1.48403,1.48776,1.48037,1.48043,119527.0
1355,'2011-05-01 00:00',1.4813,1.48391,1.47799,1.48152,14595.0
1356,'2011-05-02 00:00',1.48152,1.49015,1.47628,1.47937,161808.0
1357,'2011-05-03 00:00',1.47937,1.48888,1.4754,1.48365,201351.0
1358,'2011-05-04 00:00',1.48365,1.49398,1.47748,1.48268,225766.0
1359,'2011-05-05 00:00',1.48281,1.48978,1.45099,1.45577,249432.0
1360,'2011-05-06 00:00',1.45568,1.45873,1.43109,1.43146,262936.0
1361,'2011-05-08 00:00',1.43555,1.43957,1.43414,1.43881,12038.0
1362,'2011-05-09 00:00',1.43882,1.44408,1.42557,1.43679,255903.0
1363,'2011-05-10 00:00',1.43678,1.44186,1.42703,1.43996,276699.0
1364,'2011-05-11 00:00',1.43996,1.44227,1.41723,1.42066,267776.0
1365,'2011-05-12 00:00',1.42065,1.42755,1.4123,1.42292,297800.0
1366,'2011-05-13 00:00',1.42295,1.43383,1.40666,1.41163,279960.0
1367,'2011-05-15 00:00',1.4084,1.40919,1.40628,1.4066,11314.0
1368,'2011-05-16 00:00',1.40649,1.42442,1.4048,1.4145,272577.0
1369,'2011-05-17 00:00',1.41448,1.42758,1.4123,1.42663,279171.0
1370,'2011-05-18 00:00',1.42663,1.42862,1.41947,1.42577,223011.0
1371,'2011-05-19 00:00',1.42577,1.43365,1.42062,1.43254,250720.0
1372,'2011-05-20 00:00',1.43254,1.43452,1.4133,1.41561,216808.0
1373,'2011-05-22 00:00',1.41197,1.41443,1.40953,1.41164,13240.0
1374,'2011-05-23 00:00',1.41164,1.41346,1.39694,1.40134,246950.0
1375,'2011-05-24 00:00',1.40134,1.41324,1.40132,1.40919,233386.0
1376,'2011-05-25 00:00',1.40918,1.41181,1.40129,1.40686,253563.0
1377,'2011-05-26 00:00',1.40685,1.42061,1.40679,1.41436,255230.0
1378,'2011-05-27 00:00',1.41438,1.43198,1.41292,1.43163,243666.0
1379,'2011-05-29 00:00',1.43194,1.43212,1.42793,1.42894,7388.0
1380,'2011-05-30 00:00',1.42895,1.43505,1.42567,1.43328,119531.0
1381,'2011-05-31 00:00',1.43328,1.44366,1.43255,1.44265,228787.0
1382,'2011-06-01 00:00',1.4424,1.44584,1.43077,1.43448,234018.0
1383,'2011-06-02 00:00',1.43448,1.45119,1.43255,1.44864,216267.0
1384,'2011-06-03 00:00',1.44864,1.46423,1.44548,1.46348,201698.0
1385,'2011-06-05 00:00',1.46068,1.46566,1.46057,1.46522,12464.0
1386,'2011-06-06 00:00',1.46534,1.46576,1.45573,1.45901,206568.0
1387,'2011-06-07 00:00',1.45907,1.46956,1.45633,1.46786,200983.0
1388,'2011-06-08 00:00',1.46802,1.4689,1.45639,1.45918,216751.0
1389,'2011-06-09 00:00',1.45918,1.46457,1.44782,1.45367,211164.0
1390,'2011-06-10 00:00',1.45367,1.455,1.43222,1.43468,218492.0
1391,'2011-06-12 00:00',1.43246,1.43416,1.43201,1.43356,8310.0
1392,'2011-06-13 00:00',1.43358,1.44299,1.43223,1.44144,205286.0
1393,'2011-06-14 00:00',1.44147,1.44971,1.4378,1.44324,215807.0
1394,'2011-06-15 00:00',1.44324,1.44379,1.4156,1.41916,250293.0
1395,'2011-06-16 00:00',1.41916,1.42207,1.40731,1.42012,271565.0
1396,'2011-06-17 00:00',1.4201,1.43389,1.41269,1.43063,232880.0
1397,'2011-06-19 00:00',1.42731,1.42934,1.42559,1.42573,8972.0
1398,'2011-06-20 00:00',1.42571,1.43816,1.41912,1.43615,217644.0
1399,'2011-06-21 00:00',1.43616,1.44223,1.43069,1.43767,215696.0
1400,'2011-06-22 00:00',1.43766,1.44412,1.431,1.43304,204690.0
1401,'2011-06-23 00:00',1.43304,1.4333,1.41268,1.42614,226936.0
1402,'2011-06-24 00:00',1.42614,1.43057,1.41431,1.41888,214441.0
1403,'2011-06-26 00:00',1.4188,1.41959,1.41461,1.41549,9431.0
1404,'2011-06-27 00:00',1.41545,1.43262,1.41025,1.4311,214714.0
1405,'2011-06-28 00:00',1.43106,1.43966,1.4237,1.43571,229464.0
1406,'2011-06-29 00:00',1.4357,1.44811,1.43384,1.44635,225543.0
1407,'2011-06-30 00:00',1.44636,1.45375,1.44475,1.4475,204022.0
1408,'2011-07-01 00:00',1.44744,1.45503,1.44383,1.45254,190582.0
1409,'2011-07-03 00:00',1.4529,1.45774,1.4529,1.45633,9192.0
1410,'2011-07-04 00:00',1.45633,1.45674,1.44953,1.45415,140863.0
1411,'2011-07-05 00:00',1.45409,1.45411,1.43981,1.44344,198686.0
1412,'2011-07-06 00:00',1.44342,1.44663,1.42859,1.43349,204023.0
1413,'2011-07-07 00:00',1.43352,1.43739,1.42229,1.43612,207330.0
1414,'2011-07-08 00:00',1.43612,1.43679,1.42142,1.42634,207766.0
1415,'2011-07-10 00:00',1.4203,1.42265,1.41975,1.42114,11028.0
1416,'2011-07-11 00:00',1.42121,1.42273,1.39863,1.4038,261018.0
1417,'2011-07-12 00:00',1.40381,1.40537,1.38371,1.39889,334948.0
1418,'2011-07-13 00:00',1.39891,1.42802,1.39624,1.42693,288112.0
1419,'2011-07-14 00:00',1.42708,1.42715,1.41151,1.41616,273860.0
1420,'2011-07-15 00:00',1.41614,1.4192,1.40923,1.41542,222852.0
1421,'2011-07-17 00:00',1.4103,1.41332,1.4103,1.41259,8001.0
1422,'2011-07-18 00:00',1.41259,1.41354,1.4014,1.41253,244118.0
1423,'2011-07-19 00:00',1.41253,1.42172,1.40685,1.417,265657.0
1424,'2011-07-20 00:00',1.417,1.42738,1.4133,1.42603,245345.0
1425,'2011-07-21 00:00',1.42603,1.44367,1.4139,1.44077,288493.0
1426,'2011-07-22 00:00',1.4408,1.44373,1.43235,1.43564,229988.0
1427,'2011-07-24 00:00',1.43844,1.4416,1.43656,1.43664,10302.0
1428,'2011-07-25 00:00',1.43666,1.4406,1.43249,1.4373,231375.0
1429,'2011-07-26 00:00',1.4373,1.45251,1.43571,1.45077,249696.0
1430,'2011-07-27 00:00',1.45076,1.45353,1.43395,1.43608,248528.0
1431,'2011-07-28 00:00',1.43607,1.44001,1.42544,1.43264,254600.0
1432,'2011-07-29 00:00',1.43263,1.44123,1.42301,1.43962,262244.0
1433,'2011-07-31 00:00',1.43793,1.43815,1.43465,1.43568,10213.0
1434,'2011-08-01 00:00',1.43539,1.44526,1.41856,1.42724,252599.0
1435,'2011-08-02 00:00',1.42723,1.42826,1.41512,1.41836,285124.0
1436,'2011-08-03 00:00',1.41835,1.43675,1.41453,1.43492,313008.0
1437,'2011-08-04 00:00',1.43492,1.43676,1.40555,1.40749,340250.0
1438,'2011-08-05 00:00',1.40748,1.42975,1.40699,1.42763,340936.0
1439,'2011-08-07 00:00',1.44152,1.4426,1.42879,1.43078,22179.0
1440,'2011-08-08 00:00',1.43075,1.44015,1.41302,1.41757,367498.0
1441,'2011-08-09 00:00',1.41758,1.43962,1.4152,1.43541,375179.0
1442,'2011-08-10 00:00',1.43541,1.44008,1.41223,1.4137,347971.0
1443,'2011-08-11 00:00',1.41369,1.42871,1.4104,1.42146,366226.0
1444,'2011-08-12 00:00',1.42147,1.42895,1.41494,1.42485,276184.0
1445,'2011-08-14 00:00',1.42623,1.42836,1.42525,1.42834,11883.0
1446,'2011-08-15 00:00',1.42833,1.44727,1.42637,1.44373,265155.0
1447,'2011-08-16 00:00',1.44373,1.44664,1.4354,1.43804,265049.0
1448,'2011-08-17 00:00',1.43804,1.45159,1.4328,1.44278,256546.0
1449,'2011-08-18 00:00',1.44277,1.44509,1.42712,1.4296,276285.0
1450,'2011-08-19 00:00',1.42963,1.44515,1.42588,1.43961,267276.0
1451,'2011-08-21 00:00',1.43765,1.43841,1.43607,1.43661,9702.0
1452,'2011-08-22 00:00',1.43663,1.44341,1.43471,1.43571,229493.0
1453,'2011-08-23 00:00',1.4357,1.44995,1.4357,1.44377,222577.0
1454,'2011-08-24 00:00',1.44379,1.44811,1.43852,1.44076,214891.0
1455,'2011-08-25 00:00',1.44077,1.44743,1.43277,1.43878,218940.0
1456,'2011-08-26 00:00',1.43878,1.45012,1.43303,1.44985,215354.0
1457,'2011-08-28 00:00',1.44935,1.45032,1.44777,1.44803,7160.0
1458,'2011-08-29 00:00',1.44803,1.45483,1.4466,1.4516,176760.0
1459,'2011-08-30 00:00',1.4516,1.45328,1.4385,1.44391,208313.0
1460,'2011-08-31 00:00',1.44391,1.44674,1.43584,1.43627,197436.0
1461,'2011-09-01 00:00',1.43634,1.43771,1.4226,1.42682,205401.0
1462,'2011-09-02 00:00',1.4266,1.42873,1.41838,1.42046,202896.0
1463,'2011-09-04 00:00',1.41581,1.41726,1.4136,1.41479,8817.0
1464,'2011-09-05 00:00',1.4148,1.4173,1.40585,1.40686,179002.0
1465,'2011-09-06 00:00',1.40686,1.42347,1.39741,1.40091,243717.0
1466,'2011-09-07 00:00',1.4009,1.4125,1.40062,1.40802,215403.0
1467,'2011-09-08 00:00',1.40803,1.40887,1.38733,1.38891,231356.0
1468,'2011-09-09 00:00',1.3889,1.39363,1.36285,1.36532,244013.0
1469,'2011-09-11 00:00',1.3584,1.36219,1.3556,1.35826,13570.0
1470,'2011-09-12 00:00',1.35825,1.36902,1.35034,1.36382,298903.0
1471,'2011-09-13 00:00',1.36381,1.37386,1.35585,1.36819,289282.0
1472,'2011-09-14 00:00',1.36819,1.37816,1.35907,1.37478,281384.0
1473,'2011-09-15 00:00',1.3748,1.39314,1.37031,1.388,259574.0
1474,'2011-09-16 00:00',1.38803,1.38813,1.37537,1.37987,220004.0
1475,'2011-09-18 00:00',1.36883,1.37114,1.3663,1.3681,12686.0
1476,'2011-09-19 00:00',1.36822,1.37204,1.35867,1.3622,259981.0
1477,'2011-09-20 00:00',1.3622,1.3732,1.35939,1.37055,265947.0
1478,'2011-09-21 00:00',1.37056,1.37869,1.35571,1.35773,276429.0
1479,'2011-09-22 00:00',1.35774,1.3585,1.33871,1.35043,317017.0
1480,'2011-09-23 00:00',1.35044,1.35667,1.34186,1.34978,278476.0
1481,'2011-09-25 00:00',1.35129,1.35492,1.3488,1.35162,14243.0
1482,'2011-09-26 00:00',1.35162,1.35468,1.33652,1.34952,317313.0
1483,'2011-09-27 00:00',1.34951,1.36665,1.34792,1.35849,297678.0
1484,'2011-09-28 00:00',1.35846,1.36881,1.35196,1.35225,282049.0
1485,'2011-09-29 00:00',1.35225,1.36776,1.35198,1.35951,282333.0
1486,'2011-09-30 00:00',1.35949,1.36002,1.3384,1.33875,249392.0
1487,'2011-10-02 00:00',1.33394,1.33685,1.33311,1.33571,10898.0
1488,'2011-10-03 00:00',1.33571,1.33811,1.31639,1.31899,294114.0
1489,'2011-10-04 00:00',1.31905,1.33688,1.31481,1.33167,328703.0
1490,'2011-10-05 00:00',1.33168,1.33826,1.32599,1.3345,292754.0
1491,'2011-10-06 00:00',1.33434,1.34503,1.32418,1.34265,280295.0
1492,'2011-10-07 00:00',1.34263,1.35242,1.33625,1.33775,245197.0
1493,'2011-10-09 00:00',1.33855,1.3407,1.33775,1.33998,8704.0
1494,'2011-10-10 00:00',1.33999,1.36973,1.3394,1.36262,245284.0
1495,'2011-10-11 00:00',1.36261,1.36833,1.35655,1.3633,261544.0
1496,'2011-10-12 00:00',1.3633,1.38331,1.35837,1.37773,269590.0
1497,'2011-10-13 00:00',1.37775,1.38255,1.36849,1.3752,279142.0
1498,'2011-10-14 00:00',1.37521,1.38935,1.37231,1.38808,235549.0
1499,'2011-10-16 00:00',1.38632,1.38869,1.38624,1.38728,10742.0
1500,'2011-10-17 00:00',1.3873,1.39139,1.3724,1.37447,263730.0
1501,'2011-10-18 00:00',1.3745,1.38156,1.36528,1.37319,288123.0
1502,'2011-10-19 00:00',1.37319,1.38686,1.37249,1.37668,275290.0
1503,'2011-10-20 00:00',1.37668,1.38389,1.3656,1.37938,293358.0
1504,'2011-10-21 00:00',1.37938,1.39006,1.37058,1.38944,246578.0
1505,'2011-10-23 00:00',1.38374,1.38726,1.38301,1.38498,12583.0
1506,'2011-10-24 00:00',1.38498,1.39561,1.38224,1.39192,248029.0
1507,'2011-10-25 00:00',1.39195,1.39592,1.38652,1.38994,260615.0
1508,'2011-10-26 00:00',1.38996,1.39694,1.37996,1.38849,254116.0
1509,'2011-10-27 00:00',1.38849,1.42465,1.38847,1.41981,290731.0
1510,'2011-10-28 00:00',1.41981,1.41981,1.41347,1.41449,228816.0
1511,'2011-10-30 00:00',1.4137,1.41625,1.41369,1.41378,5999.0
1512,'2011-10-31 00:00',1.41377,1.41695,1.38285,1.38601,288501.0
1513,'2011-11-01 00:00',1.38587,1.38705,1.36087,1.36544,327350.0
1514,'2011-11-02 00:00',1.36542,1.38271,1.36529,1.36883,300848.0
1515,'2011-11-03 00:00',1.36881,1.38535,1.36564,1.38221,313089.0
1516,'2011-11-04 00:00',1.3822,1.38653,1.37129,1.37897,247842.0
1517,'2011-11-06 00:00',1.3827,1.38308,1.37766,1.37876,8920.0
1518,'2011-11-07 00:00',1.37876,1.38108,1.36808,1.37588,258413.0
1519,'2011-11-08 00:00',1.37588,1.38467,1.37243,1.38244,240596.0
1520,'2011-11-09 00:00',1.38244,1.38574,1.35217,1.35258,292168.0
1521,'2011-11-10 00:00',1.35258,1.36515,1.34835,1.36088,283068.0
1522,'2011-11-11 00:00',1.36087,1.37946,1.35781,1.3747,226769.0
1523,'2011-11-13 00:00',1.38057,1.38085,1.37727,1.37844,6754.0
1524,'2011-11-14 00:00',1.37842,1.37889,1.3591,1.3624,250028.0
1525,'2011-11-15 00:00',1.3624,1.36405,1.34961,1.35041,270369.0
1526,'2011-11-16 00:00',1.35041,1.35566,1.34216,1.34396,284992.0
1527,'2011-11-17 00:00',1.34393,1.35399,1.34227,1.34539,293450.0
1528,'2011-11-18 00:00',1.34539,1.36138,1.34468,1.35238,253149.0
1529,'2011-11-20 00:00',1.35098,1.35358,1.35051,1.35355,9624.0
1530,'2011-11-21 00:00',1.35355,1.35401,1.34313,1.34834,258399.0
1531,'2011-11-22 00:00',1.34832,1.35671,1.3469,1.3518,244065.0
1532,'2011-11-23 00:00',1.3518,1.35305,1.33201,1.33435,251702.0
1533,'2011-11-24 00:00',1.33434,1.34113,1.33161,1.33295,178409.0
1534,'2011-11-25 00:00',1.33295,1.33328,1.32129,1.32349,214280.0
1535,'2011-11-27 00:00',1.33212,1.3326,1.32908,1.33104,10423.0
1536,'2011-11-28 00:00',1.33096,1.33981,1.3275,1.33143,250810.0
1537,'2011-11-29 00:00',1.33141,1.34394,1.32855,1.33227,258240.0
1538,'2011-11-30 00:00',1.33228,1.353,1.32593,1.34427,254241.0
1539,'2011-12-01 00:00',1.3442,1.3521,1.34179,1.3466,227967.0
1540,'2011-12-02 00:00',1.34652,1.35357,1.33632,1.33915,191895.0
1541,'2011-12-04 00:00',1.34219,1.34243,1.33969,1.34156,5902.0
1542,'2011-12-05 00:00',1.34156,1.34856,1.33761,1.33864,193544.0
1543,'2011-12-06 00:00',1.3385,1.34266,1.33339,1.34092,220205.0
1544,'2011-12-07 00:00',1.34093,1.34533,1.33509,1.3399,204571.0
