Date,Open,High,Low,Close,Volume
2347,'2014-07-01 00:00',1.36913,1.37004,1.36755,1.36802,300451.0
2348,'2014-07-02 00:00',1.36802,1.36812,1.364,1.36531,287136.0
2349,'2014-07-03 00:00',1.36531,1.36642,1.3596,1.36088,358419.0
2350,'2014-07-04 00:00',1.36086,1.36112,1.35855,1.35944,209983.0
2351,'2014-07-06 00:00',1.35945,1.35966,1.3584,1.3588,7189.0
2352,'2014-07-07 00:00',1.35881,1.36091,1.35759,1.36058,299290.0
2353,'2014-07-08 00:00',1.36058,1.36173,1.35882,1.36167,377929.0
2354,'2014-07-09 00:00',1.36166,1.36483,1.36022,1.36432,309683.0
2355,'2014-07-10 00:00',1.36433,1.36507,1.35891,1.36042,369480.0
2356,'2014-07-11 00:00',1.36041,1.36247,1.35919,1.36054,119088.0
2357,'2014-07-13 00:00',1.35989,1.36076,1.35989,1.36022,3043.0
2358,'2014-07-14 00:00',1.36023,1.36402,1.35974,1.36217,112963.0
2359,'2014-07-15 00:00',1.36217,1.36281,1.3562,1.35706,155058.0
2360,'2014-07-16 00:00',1.35705,1.35711,1.3521,1.35281,119250.0
2361,'2014-07-17 00:00',1.35281,1.35401,1.35127,1.35186,137314.0
2362,'2014-07-18 00:00',1.35186,1.3536,1.3491,1.35231,129878.0
2363,'2014-07-20 00:00',1.35283,1.35319,1.35247,1.35303,3613.0
2364,'2014-07-21 00:00',1.35304,1.3549,1.3513,1.35221,101002.0
2365,'2014-07-22 00:00',1.35222,1.35296,1.3459,1.34667,132319.0
2366,'2014-07-23 00:00',1.34668,1.34741,1.34549,1.3461,102474.0
2367,'2014-07-24 00:00',1.3461,1.34849,1.34382,1.34652,115743.0
2368,'2014-07-25 00:00',1.34652,1.34756,1.34214,1.34285,107461.0
2369,'2014-07-27 00:00',1.34305,1.34343,1.34272,1.34287,3856.0
2370,'2014-07-28 00:00',1.34288,1.34438,1.34269,1.34373,87477.0
2371,'2014-07-29 00:00',1.34374,1.34445,1.34042,1.34098,112827.0
2372,'2014-07-30 00:00',1.341,1.34154,1.33669,1.33945,145990.0
2373,'2014-07-31 00:00',1.33946,1.34006,1.33716,1.3389,129829.0
2374,'2014-08-01 00:00',1.33889,1.34447,1.33785,1.34262,139686.0
2375,'2014-08-03 00:00',1.343,1.34329,1.34231,1.3428,3213.0
2376,'2014-08-04 00:00',1.34281,1.34311,1.34094,1.34216,95507.0
2377,'2014-08-05 00:00',1.34216,1.34248,1.33582,1.33714,119645.0
2378,'2014-08-06 00:00',1.33714,1.33878,1.3333,1.33796,154302.0
2379,'2014-08-07 00:00',1.33797,1.33936,1.33371,1.33572,145500.0
2380,'2014-08-08 00:00',1.33572,1.34324,1.33435,1.34085,164502.0
2381,'2014-08-10 00:00',1.34077,1.34113,1.34032,1.34043,4030.0
2382,'2014-08-11 00:00',1.34042,1.34084,1.33803,1.33822,94590.0
2383,'2014-08-12 00:00',1.33821,1.3383,1.3336,1.33648,114286.0
2384,'2014-08-13 00:00',1.33648,1.34151,1.33423,1.33657,128790.0
2385,'2014-08-14 00:00',1.33657,1.34077,1.33484,1.33613,136909.0
2386,'2014-08-15 00:00',1.33613,1.34117,1.33587,1.33976,131068.0
2387,'2014-08-17 00:00',1.33908,1.33984,1.3388,1.33895,4756.0
2388,'2014-08-18 00:00',1.33895,1.33991,1.33529,1.336,91156.0
2389,'2014-08-19 00:00',1.336,1.33605,1.33133,1.33203,132300.0
2390,'2014-08-20 00:00',1.33203,1.33217,1.32553,1.3259,141652.0
2391,'2014-08-21 00:00',1.32591,1.32884,1.32417,1.32785,126717.0
2392,'2014-08-22 00:00',1.32784,1.32966,1.32206,1.32392,140256.0
2393,'2014-08-24 00:00',1.31948,1.32043,1.31854,1.31971,12283.0
2394,'2014-08-25 00:00',1.31973,1.32103,1.31789,1.3186,115495.0
2395,'2014-08-26 00:00',1.31861,1.32147,1.31646,1.31697,146047.0
2396,'2014-08-27 00:00',1.31696,1.32098,1.31526,1.31919,150269.0
2397,'2014-08-28 00:00',1.31919,1.32208,1.31597,1.31841,143891.0
2398,'2014-08-29 00:00',1.3184,1.3196,1.31311,1.31311,136347.0
2399,'2014-08-31 00:00',1.31272,1.31348,1.31245,1.31268,8707.0
2400,'2014-09-01 00:00',1.31267,1.31454,1.3119,1.31311,107550.0
2401,'2014-09-02 00:00',1.3131,1.31367,1.31102,1.31311,144102.0
2402,'2014-09-03 00:00',1.31309,1.31599,1.3122,1.3148,158320.0
2403,'2014-09-04 00:00',1.3148,1.31539,1.29202,1.29298,218110.0
2404,'2014-09-05 00:00',1.293,1.29878,1.29248,1.29505,166121.0
2405,'2014-09-07 00:00',1.29556,1.29583,1.29491,1.29518,16782.0
2406,'2014-09-08 00:00',1.29518,1.2959,1.28814,1.28912,183441.0
2407,'2014-09-09 00:00',1.28912,1.29574,1.28594,1.2941,205617.0
2408,'2014-09-10 00:00',1.29409,1.29629,1.28838,1.29167,199905.0
2409,'2014-09-11 00:00',1.29166,1.29517,1.2897,1.29224,200719.0
2410,'2014-09-12 00:00',1.29224,1.29793,1.29088,1.29616,180764.0
2411,'2014-09-14 00:00',1.29719,1.29727,1.29587,1.29595,11725.0
2412,'2014-09-15 00:00',1.29595,1.29691,1.29086,1.29384,174642.0
2413,'2014-09-16 00:00',1.29385,1.2995,1.29223,1.29579,197729.0
2414,'2014-09-17 00:00',1.29579,1.29813,1.28344,1.28488,193547.0
2415,'2014-09-18 00:00',1.28489,1.29302,1.28485,1.29202,194256.0
2416,'2014-09-19 00:00',1.29202,1.29288,1.28275,1.28281,185929.0
2417,'2014-09-21 00:00',1.28331,1.28442,1.28257,1.28398,8057.0
2418,'2014-09-22 00:00',1.28396,1.28677,1.28162,1.28501,147108.0
2419,'2014-09-23 00:00',1.28501,1.29012,1.28394,1.28488,167425.0
2420,'2014-09-24 00:00',1.28489,1.28636,1.27741,1.27767,172242.0
2421,'2014-09-25 00:00',1.27768,1.27832,1.2697,1.2755,190548.0
2422,'2014-09-26 00:00',1.27549,1.276,1.26769,1.2682,156876.0
2423,'2014-09-28 00:00',1.26808,1.26834,1.26664,1.26753,9603.0
2424,'2014-09-29 00:00',1.26755,1.27147,1.26636,1.269,178865.0
2425,'2014-09-30 00:00',1.26898,1.27022,1.2571,1.26276,194594.0
2426,'2014-10-01 00:00',1.2628,1.26396,1.25836,1.26216,199803.0
2427,'2014-10-02 00:00',1.26216,1.26987,1.26138,1.26681,243428.0
2428,'2014-10-03 00:00',1.26681,1.2669,1.25005,1.25145,178238.0
2429,'2014-10-05 00:00',1.25107,1.2515,1.25089,1.25124,8679.0
2430,'2014-10-06 00:00',1.25126,1.26749,1.25121,1.26432,197790.0
2431,'2014-10-07 00:00',1.26431,1.26833,1.25837,1.26647,229285.0
2432,'2014-10-08 00:00',1.26648,1.27548,1.26226,1.27406,233429.0
2433,'2014-10-09 00:00',1.27405,1.27913,1.2664,1.26881,227317.0
2434,'2014-10-10 00:00',1.26882,1.2716,1.26054,1.26268,185580.0
2435,'2014-10-12 00:00',1.26311,1.26474,1.26201,1.26396,10169.0
2436,'2014-10-13 00:00',1.26397,1.27679,1.26336,1.27217,182387.0
2437,'2014-10-14 00:00',1.27216,1.27314,1.26315,1.26412,205752.0
2438,'2014-10-15 00:00',1.26412,1.28865,1.26247,1.28202,294116.0
2439,'2014-10-16 00:00',1.28202,1.28449,1.27057,1.28042,256565.0
2440,'2014-10-17 00:00',1.28043,1.28369,1.27436,1.27589,163051.0
2441,'2014-10-19 00:00',1.27507,1.27599,1.27364,1.27473,11051.0
2442,'2014-10-20 00:00',1.27473,1.28168,1.27312,1.27941,158171.0
2443,'2014-10-21 00:00',1.27942,1.28401,1.27064,1.27136,194275.0
2444,'2014-10-22 00:00',1.27136,1.27396,1.26372,1.26415,186797.0
2445,'2014-10-23 00:00',1.26415,1.26766,1.26137,1.26492,175710.0
2446,'2014-10-24 00:00',1.26492,1.26957,1.26349,1.26688,156086.0
2447,'2014-10-26 00:00',1.26754,1.26857,1.26719,1.26758,9751.0
2448,'2014-10-27 00:00',1.26759,1.27231,1.26657,1.27022,169117.0
2449,'2014-10-28 00:00',1.27022,1.27648,1.26845,1.27369,176352.0
2450,'2014-10-29 00:00',1.2737,1.27705,1.26264,1.26316,189785.0
2451,'2014-10-30 00:00',1.26318,1.26329,1.25474,1.2609,223216.0
2452,'2014-10-31 00:00',1.26088,1.26089,1.2486,1.25235,217884.0
2453,'2014-11-02 00:00',1.25067,1.25138,1.25017,1.25018,10632.0
2454,'2014-11-03 00:00',1.25019,1.25112,1.24396,1.24921,209853.0
2455,'2014-11-04 00:00',1.24921,1.25773,1.24901,1.25516,204819.0
2456,'2014-11-05 00:00',1.25516,1.25669,1.24572,1.24775,222620.0
2457,'2014-11-06 00:00',1.24774,1.25333,1.23648,1.23803,239758.0
2458,'2014-11-07 00:00',1.238,1.24694,1.2358,1.24533,221870.0
2459,'2014-11-09 00:00',1.24722,1.24801,1.24598,1.246,8832.0
2460,'2014-11-10 00:00',1.24599,1.25091,1.24181,1.24259,176977.0
2461,'2014-11-11 00:00',1.24257,1.24991,1.23943,1.24756,187093.0
2462,'2014-11-12 00:00',1.24756,1.24978,1.24194,1.24298,219442.0
2463,'2014-11-13 00:00',1.24298,1.24915,1.24279,1.24735,170561.0
2464,'2014-11-14 00:00',1.24736,1.25463,1.23985,1.25249,201701.0
2465,'2014-11-16 00:00',1.25301,1.25321,1.25139,1.25211,9035.0
2466,'2014-11-17 00:00',1.25211,1.25774,1.24435,1.245,186591.0
2467,'2014-11-18 00:00',1.245,1.2545,1.24491,1.25322,177323.0
2468,'2014-11-19 00:00',1.25322,1.25985,1.25123,1.25405,242194.0
2469,'2014-11-20 00:00',1.25404,1.25752,1.25042,1.25431,215095.0
2470,'2014-11-21 00:00',1.2543,1.25682,1.2375,1.23871,199143.0
2471,'2014-11-23 00:00',1.23627,1.23753,1.23622,1.23715,8312.0
2472,'2014-11-24 00:00',1.23716,1.24446,1.23716,1.24338,157722.0
2473,'2014-11-25 00:00',1.24339,1.24869,1.24018,1.24795,162141.0
2474,'2014-11-26 00:00',1.24795,1.25312,1.24437,1.25042,147451.0
2475,'2014-11-27 00:00',1.25042,1.25235,1.24558,1.24595,96712.0
2476,'2014-11-28 00:00',1.24596,1.24902,1.24263,1.24497,131493.0
2477,'2014-11-30 00:00',1.24631,1.24641,1.24317,1.24365,8123.0
2478,'2014-12-01 00:00',1.24368,1.25067,1.24194,1.24699,183844.0
2479,'2014-12-02 00:00',1.24699,1.24762,1.23769,1.23876,156448.0
2480,'2014-12-03 00:00',1.23876,1.23905,1.23012,1.2314,172455.0
2481,'2014-12-04 00:00',1.2314,1.24563,1.22795,1.23857,206555.0
2482,'2014-12-05 00:00',1.23855,1.23931,1.22709,1.22825,155962.0
2483,'2014-12-07 00:00',1.22864,1.23027,1.22804,1.22938,5609.0
2484,'2014-12-08 00:00',1.22935,1.23439,1.22472,1.23147,155388.0
2485,'2014-12-09 00:00',1.23147,1.24475,1.2292,1.2388,199364.0
2486,'2014-12-10 00:00',1.2388,1.24866,1.23622,1.24804,180714.0
2487,'2014-12-11 00:00',1.24803,1.24951,1.23702,1.23931,203079.0
2488,'2014-12-12 00:00',1.23931,1.24851,1.23843,1.24595,171674.0
2489,'2014-12-14 00:00',1.2474,1.24777,1.24562,1.24638,10279.0
2490,'2014-12-15 00:00',1.24638,1.24786,1.24146,1.24402,179336.0
2491,'2014-12-16 00:00',1.24401,1.25699,1.24355,1.25106,214941.0
2492,'2014-12-17 00:00',1.25106,1.25159,1.23209,1.23368,201929.0
2493,'2014-12-18 00:00',1.23367,1.23524,1.22657,1.22883,178879.0
2494,'2014-12-19 00:00',1.22883,1.23022,1.22201,1.22265,139787.0
2495,'2014-12-21 00:00',1.22229,1.22264,1.22198,1.22245,3201.0
2496,'2014-12-22 00:00',1.22245,1.22725,1.22166,1.2223,108310.0
2497,'2014-12-23 00:00',1.22231,1.22456,1.21646,1.21752,102333.0
2498,'2014-12-24 00:00',1.21752,1.22201,1.21695,1.21911,60190.0
2499,'2014-12-25 00:00',1.21917,1.22283,1.21869,1.22079,8119.0
2500,'2014-12-26 00:00',1.22075,1.22218,1.21686,1.21777,46525.0
2501,'2014-12-28 00:00',1.21792,1.21804,1.21672,1.21682,5836.0
2502,'2014-12-29 00:00',1.21682,1.2221,1.21429,1.21533,95531.0
2503,'2014-12-30 00:00',1.21535,1.21873,1.21239,1.21613,106543.0
2504,'2014-12-31 00:00',1.21613,1.21697,1.20968,1.20976,73334.0
2505,'2015-01-01 00:00',1.21038,1.21073,1.20783,1.20869,5745.0
2506,'2015-01-02 00:00',1.20871,1.2089,1.20004,1.20017,119368.0
2507,'2015-01-04 00:00',1.19495,1.19537,1.18677,1.19469,13745.0
2508,'2015-01-05 00:00',1.19469,1.19762,1.18872,1.19374,159317.0
2509,'2015-01-06 00:00',1.19374,1.19687,1.18461,1.18722,177690.0
2510,'2015-01-07 00:00',1.18722,1.18966,1.18022,1.18337,181695.0
2511,'2015-01-08 00:00',1.18337,1.18475,1.17543,1.1792,150228.0
2512,'2015-01-09 00:00',1.1792,1.1846,1.17629,1.18406,167945.0
2513,'2015-01-11 00:00',1.18452,1.18699,1.1845,1.18697,4753.0
2514,'2015-01-12 00:00',1.18697,1.18708,1.17861,1.18318,163553.0
2515,'2015-01-13 00:00',1.18319,1.18596,1.17531,1.1777,190746.0
2516,'2015-01-14 00:00',1.17771,1.18464,1.17273,1.1784,214332.0
2517,'2015-01-15 00:00',1.1784,1.17903,1.15675,1.1636,286770.0
2518,'2015-01-16 00:00',1.16361,1.16487,1.146,1.15626,243178.0
2519,'2015-01-18 00:00',1.15515,1.15735,1.15515,1.15612,4561.0
2520,'2015-01-19 00:00',1.15614,1.16388,1.15514,1.15947,141004.0
2521,'2015-01-20 00:00',1.15946,1.1615,1.15405,1.15454,152906.0
2522,'2015-01-21 00:00',1.15454,1.16799,1.15412,1.16147,177147.0
2523,'2015-01-22 00:00',1.16146,1.16505,1.1316,1.13467,208729.0
2524,'2015-01-23 00:00',1.13468,1.1374,1.11146,1.1202,228261.0
2525,'2015-01-25 00:00',1.11521,1.11562,1.10979,1.11417,12900.0
2526,'2015-01-26 00:00',1.11417,1.12954,1.11381,1.12496,177787.0
2527,'2015-01-27 00:00',1.12496,1.14225,1.12237,1.13678,179732.0
2528,'2015-01-28 00:00',1.13678,1.13821,1.12725,1.1283,175837.0
2529,'2015-01-29 00:00',1.12829,1.13678,1.12619,1.13337,170738.0
2530,'2015-01-30 00:00',1.13338,1.13635,1.12783,1.12826,170231.0
2531,'2015-02-01 00:00',1.13112,1.13192,1.13005,1.1307,5790.0
2532,'2015-02-02 00:00',1.1307,1.13621,1.12922,1.13387,149830.0
2533,'2015-02-03 00:00',1.13386,1.15338,1.13124,1.14565,192634.0
2534,'2015-02-04 00:00',1.14564,1.14848,1.13039,1.13165,170779.0
2535,'2015-02-05 00:00',1.13165,1.14988,1.13159,1.14705,159370.0
2536,'2015-02-06 00:00',1.14705,1.14735,1.13119,1.13128,140734.0
2537,'2015-02-08 00:00',1.12957,1.13254,1.12953,1.13135,6156.0
2538,'2015-02-09 00:00',1.13135,1.13595,1.12703,1.13242,145034.0
2539,'2015-02-10 00:00',1.13242,1.13454,1.12729,1.13185,152765.0
2540,'2015-02-11 00:00',1.13185,1.13516,1.128,1.13108,148962.0
2541,'2015-02-12 00:00',1.13109,1.14228,1.13034,1.14037,172107.0
2542,'2015-02-13 00:00',1.14037,1.14427,1.138,1.13877,143333.0
2543,'2015-02-15 00:00',1.1399,1.14006,1.13891,1.13975,6695.0
2544,'2015-02-16 00:00',1.13975,1.1429,1.13193,1.13322,104154.0
2545,'2015-02-17 00:00',1.13322,1.14489,1.13218,1.14039,146238.0
2546,'2015-02-18 00:00',1.14039,1.14156,1.13339,1.13995,154149.0
2547,'2015-02-19 00:00',1.13995,1.145,1.13552,1.13657,137714.0
2548,'2015-02-20 00:00',1.13655,1.14297,1.1279,1.13773,176899.0
2549,'2015-02-22 00:00',1.13911,1.13961,1.13771,1.13802,4454.0
2550,'2015-02-23 00:00',1.13802,1.13932,1.12951,1.13336,121762.0
2551,'2015-02-24 00:00',1.13336,1.13581,1.12883,1.13393,155400.0
2552,'2015-02-25 00:00',1.13392,1.13886,1.13358,1.13638,151797.0
2553,'2015-02-26 00:00',1.13637,1.13796,1.11836,1.12026,166412.0
2554,'2015-02-27 00:00',1.12024,1.12451,1.11756,1.11953,166965.0
2555,'2015-03-01 00:00',1.11808,1.11867,1.11601,1.11607,6467.0
2556,'2015-03-02 00:00',1.11609,1.12405,1.11609,1.11766,128424.0
2557,'2015-03-03 00:00',1.11765,1.12175,1.11546,1.11827,144222.0
2558,'2015-03-04 00:00',1.11826,1.11856,1.10616,1.1079,154648.0
2559,'2015-03-05 00:00',1.10791,1.11142,1.09874,1.10316,170677.0
2560,'2015-03-06 00:00',1.10316,1.10325,1.0839,1.0844,165743.0
2561,'2015-03-08 00:00',1.08302,1.08463,1.08228,1.08446,8227.0
2562,'2015-03-09 00:00',1.08445,1.09065,1.08296,1.08348,143718.0
2563,'2015-03-10 00:00',1.08351,1.08368,1.06679,1.07066,228242.0
2564,'2015-03-11 00:00',1.07065,1.0717,1.05112,1.05477,262303.0
2565,'2015-03-12 00:00',1.05478,1.06837,1.0494,1.06264,238115.0
2566,'2015-03-13 00:00',1.06267,1.06347,1.04624,1.04943,203390.0
2567,'2015-03-15 00:00',1.04701,1.05054,1.04697,1.04837,7970.0
2568,'2015-03-16 00:00',1.04837,1.06193,1.04834,1.05717,164903.0
2569,'2015-03-17 00:00',1.05715,1.06507,1.05514,1.0595,159786.0
2570,'2015-03-18 00:00',1.05948,1.10351,1.05799,1.08485,213463.0
2571,'2015-03-19 00:00',1.08486,1.09193,1.06128,1.06688,248324.0
2572,'2015-03-20 00:00',1.0669,1.08816,1.06555,1.0816,186750.0
2573,'2015-03-22 00:00',1.08404,1.08828,1.08155,1.08251,12116.0
2574,'2015-03-23 00:00',1.08253,1.09713,1.07673,1.09441,258415.0
2575,'2015-03-24 00:00',1.09441,1.10292,1.08904,1.09045,220646.0
2576,'2015-03-25 00:00',1.09045,1.10144,1.09042,1.09632,197670.0
2577,'2015-03-26 00:00',1.09631,1.10522,1.08564,1.08848,257066.0
2578,'2015-03-27 00:00',1.0885,1.09485,1.08011,1.08874,223256.0
2579,'2015-03-29 00:00',1.08861,1.0895,1.08802,1.08828,8498.0
2580,'2015-03-30 00:00',1.08828,1.08842,1.08098,1.08292,182674.0
2581,'2015-03-31 00:00',1.08289,1.08455,1.0713,1.07382,204420.0
2582,'2015-04-01 00:00',1.07398,1.07999,1.07184,1.07695,194205.0
2583,'2015-04-02 00:00',1.07694,1.0905,1.07502,1.08697,189765.0
2584,'2015-04-03 00:00',1.08699,1.1027,1.08638,1.09713,92010.0
2585,'2015-04-05 00:00',1.10004,1.10178,1.09877,1.09946,11025.0
2586,'2015-04-06 00:00',1.09946,1.10356,1.091,1.09343,108873.0
2587,'2015-04-07 00:00',1.09343,1.09547,1.08032,1.0822,189276.0
2588,'2015-04-08 00:00',1.0822,1.08873,1.07629,1.07846,212989.0
2589,'2015-04-09 00:00',1.07848,1.07886,1.06377,1.06665,189053.0
2590,'2015-04-10 00:00',1.06665,1.06837,1.05679,1.06022,171213.0
2591,'2015-04-12 00:00',1.05853,1.0617,1.05849,1.06064,9543.0
2592,'2015-04-13 00:00',1.06064,1.0619,1.05203,1.05719,181555.0
2593,'2015-04-14 00:00',1.05717,1.07074,1.05315,1.06466,192801.0
2594,'2015-04-15 00:00',1.06466,1.07017,1.05708,1.06763,207598.0
2595,'2015-04-16 00:00',1.06763,1.08175,1.06247,1.0758,280083.0
2596,'2015-04-17 00:00',1.07581,1.08487,1.07335,1.08048,220387.0
2597,'2015-04-19 00:00',1.08186,1.0821,1.07887,1.08082,8743.0
2598,'2015-04-20 00:00',1.08082,1.08185,1.07124,1.07485,204974.0
2599,'2015-04-21 00:00',1.07485,1.07811,1.06599,1.07384,198338.0
2600,'2015-04-22 00:00',1.07383,1.08008,1.07086,1.07245,222401.0
2601,'2015-04-23 00:00',1.07247,1.08452,1.06659,1.08138,243743.0
2602,'2015-04-24 00:00',1.08138,1.09,1.07848,1.08706,226483.0
2603,'2015-04-26 00:00',1.08634,1.08744,1.08594,1.08655,8260.0
2604,'2015-04-27 00:00',1.08657,1.09266,1.08192,1.08764,197695.0
2605,'2015-04-28 00:00',1.08761,1.0991,1.08598,1.09677,212069.0
2606,'2015-04-29 00:00',1.09678,1.11879,1.09595,1.11121,268366.0
2607,'2015-04-30 00:00',1.11121,1.12662,1.10712,1.12143,282054.0
2608,'2015-05-01 00:00',1.12117,1.129,1.11746,1.11948,161839.0
2609,'2015-05-03 00:00',1.11918,1.12005,1.11822,1.11885,8511.0
2610,'2015-05-04 00:00',1.11885,1.12245,1.11228,1.11487,170485.0
2611,'2015-05-05 00:00',1.11487,1.12231,1.10663,1.11797,234889.0
2612,'2015-05-06 00:00',1.11794,1.137,1.1175,1.13391,240891.0
2613,'2015-05-07 00:00',1.13391,1.13916,1.12282,1.12444,253919.0
2614,'2015-05-08 00:00',1.12445,1.1288,1.1179,1.12015,234931.0
2615,'2015-05-10 00:00',1.11975,1.12065,1.11919,1.11958,10869.0
2616,'2015-05-11 00:00',1.11958,1.12025,1.1131,1.11456,211313.0
2617,'2015-05-12 00:00',1.11457,1.12787,1.11343,1.12189,222370.0
2618,'2015-05-13 00:00',1.12187,1.13827,1.12023,1.13469,227770.0
2619,'2015-05-14 00:00',1.13469,1.14447,1.13406,1.14022,258107.0
2620,'2015-05-15 00:00',1.14022,1.14669,1.13239,1.14484,224591.0
2621,'2015-05-17 00:00',1.14469,1.14492,1.14375,1.1444,7828.0
2622,'2015-05-18 00:00',1.14441,1.14468,1.12987,1.13241,196948.0
2623,'2015-05-19 00:00',1.13242,1.13259,1.11184,1.11425,235753.0
2624,'2015-05-20 00:00',1.11425,1.11522,1.10621,1.11012,246534.0
2625,'2015-05-21 00:00',1.11014,1.11813,1.10797,1.11091,224319.0
2626,'2015-05-22 00:00',1.11092,1.12083,1.10023,1.10074,207509.0
2627,'2015-05-24 00:00',1.10016,1.10095,1.09644,1.09911,12460.0
2628,'2015-05-25 00:00',1.09911,1.10067,1.0959,1.09682,90488.0
2629,'2015-05-26 00:00',1.09683,1.09706,1.08633,1.08864,226964.0
2630,'2015-05-27 00:00',1.08864,1.0929,1.08192,1.08975,216667.0
2631,'2015-05-28 00:00',1.08975,1.09742,1.08671,1.09624,233970.0
2632,'2015-05-29 00:00',1.09624,1.10062,1.09258,1.09831,208351.0
2633,'2015-05-31 00:00',1.09803,1.09885,1.09521,1.09579,7359.0
2634,'2015-06-01 00:00',1.09571,1.0979,1.08873,1.09215,223342.0
2635,'2015-06-02 00:00',1.09219,1.11942,1.09159,1.11476,255781.0
2636,'2015-06-03 00:00',1.11477,1.1285,1.10794,1.12609,256013.0
2637,'2015-06-04 00:00',1.12609,1.13798,1.11798,1.12073,263575.0
2638,'2015-06-05 00:00',1.12071,1.12801,1.10495,1.11124,230753.0
2639,'2015-06-07 00:00',1.10966,1.11111,1.10945,1.11023,6810.0
2640,'2015-06-08 00:00',1.11023,1.13068,1.10842,1.128,220017.0
2641,'2015-06-09 00:00',1.12802,1.13454,1.1214,1.12926,224134.0
2642,'2015-06-10 00:00',1.12926,1.13865,1.126,1.13099,246733.0
2643,'2015-06-11 00:00',1.13099,1.13315,1.1182,1.12458,203152.0
2644,'2015-06-12 00:00',1.12457,1.12965,1.11512,1.12648,214299.0
2645,'2015-06-14 00:00',1.12102,1.1231,1.12086,1.12242,9281.0
2646,'2015-06-15 00:00',1.1224,1.12944,1.11891,1.12753,200395.0
2647,'2015-06-16 00:00',1.12752,1.13298,1.12048,1.12413,190252.0
2648,'2015-06-17 00:00',1.12414,1.13702,1.12065,1.13631,218318.0
2649,'2015-06-18 00:00',1.13626,1.14364,1.13383,1.13712,236293.0
2650,'2015-06-19 00:00',1.13714,1.13872,1.1292,1.13487,167233.0
2651,'2015-06-21 00:00',1.13771,1.1378,1.13575,1.13613,6565.0
2652,'2015-06-22 00:00',1.13613,1.14102,1.1312,1.13451,178764.0
2653,'2015-06-23 00:00',1.1345,1.1346,1.11351,1.11745,210421.0
2654,'2015-06-24 00:00',1.11744,1.12347,1.11597,1.12054,191872.0
2655,'2015-06-25 00:00',1.12056,1.12276,1.11537,1.12025,159947.0
2656,'2015-06-26 00:00',1.12029,1.12197,1.11301,1.11625,163948.0
2657,'2015-06-28 00:00',1.10049,1.10161,1.09545,1.09743,23482.0
2658,'2015-06-29 00:00',1.09742,1.12783,1.09742,1.12181,233797.0
2659,'2015-06-30 00:00',1.12184,1.12435,1.11124,1.11337,205957.0
2660,'2015-07-01 00:00',1.11318,1.11713,1.10321,1.10368,192854.0
2661,'2015-07-02 00:00',1.10368,1.11214,1.10365,1.10858,176975.0
2662,'2015-07-03 00:00',1.10857,1.11177,1.1065,1.11092,123724.0
2663,'2015-07-05 00:00',1.09932,1.1039,1.0969,1.09945,21555.0
2664,'2015-07-06 00:00',1.09946,1.10954,1.09936,1.10472,184219.0
2665,'2015-07-07 00:00',1.10474,1.10517,1.09163,1.10074,235191.0
2666,'2015-07-08 00:00',1.10073,1.10927,1.09743,1.10709,225372.0
2667,'2015-07-09 00:00',1.10708,1.11249,1.09915,1.10605,195020.0
2668,'2015-07-10 00:00',1.10606,1.12157,1.10549,1.11519,193581.0
2669,'2015-07-12 00:00',1.10922,1.11443,1.10918,1.11292,10180.0
2670,'2015-07-13 00:00',1.11292,1.11968,1.0981,1.09825,207769.0
2671,'2015-07-14 00:00',1.09828,1.10832,1.09653,1.10063,194136.0
2672,'2015-07-15 00:00',1.10063,1.10355,1.09299,1.09376,195555.0
2673,'2015-07-16 00:00',1.09376,1.09482,1.08553,1.08833,196694.0
2674,'2015-07-17 00:00',1.08833,1.09069,1.08279,1.08279,160780.0
2675,'2015-07-19 00:00',1.08295,1.0844,1.08282,1.083,7252.0
2676,'2015-07-20 00:00',1.08299,1.08702,1.08086,1.08333,156578.0
2677,'2015-07-21 00:00',1.08334,1.09685,1.08116,1.09364,205609.0
2678,'2015-07-22 00:00',1.09363,1.09666,1.08693,1.0924,189819.0
2679,'2015-07-23 00:00',1.0924,1.10179,1.09216,1.09871,198308.0
2680,'2015-07-24 00:00',1.0987,1.09957,1.09253,1.09812,139864.0
2681,'2015-07-26 00:00',1.09813,1.09827,1.09689,1.09721,4906.0
2682,'2015-07-27 00:00',1.09723,1.11292,1.0971,1.10884,190748.0
2683,'2015-07-28 00:00',1.10884,1.10996,1.10221,1.1065,160389.0
2684,'2015-07-29 00:00',1.10651,1.1084,1.09669,1.09812,180122.0
2685,'2015-07-30 00:00',1.09815,1.09847,1.08933,1.09404,175141.0
2686,'2015-07-31 00:00',1.09404,1.1114,1.09211,1.09841,183454.0
2687,'2015-08-02 00:00',1.09705,1.0983,1.0966,1.09674,6608.0
2688,'2015-08-03 00:00',1.09675,1.09957,1.09413,1.09506,146324.0
2689,'2015-08-04 00:00',1.09507,1.09875,1.08789,1.0885,173870.0
2690,'2015-08-05 00:00',1.08849,1.09342,1.08481,1.09029,198881.0
2691,'2015-08-06 00:00',1.09029,1.09439,1.08737,1.09223,161700.0
2692,'2015-08-07 00:00',1.09223,1.09783,1.08553,1.09647,169159.0
2693,'2015-08-09 00:00',1.09627,1.09675,1.09581,1.09583,4998.0
2694,'2015-08-10 00:00',1.09583,1.10414,1.09254,1.10155,147215.0
2695,'2015-08-11 00:00',1.10155,1.10882,1.09604,1.10417,186183.0
2696,'2015-08-12 00:00',1.10416,1.12133,1.10242,1.11546,196172.0
